,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win_target,3_win_target,5_win_target,7_win_target,10_win_target
1623,DAL,52,21,47,44.7,5,18,27.8,5,5,100.0,7,18,25,11,8,3,1,3,5,True,True,False,False,False
1624,DET,68,25,45,55.6,8,22,36.4,10,13,76.9,6,19,25,18,3,2,2,10,20,True,True,True,True,True
1625,MEM,49,21,43,48.8,4,13,30.8,3,4,75.0,5,26,31,13,9,2,6,6,2,True,True,True,True,True
1626,MIN,50,18,45,40.0,5,22,22.7,9,14,64.3,6,23,29,12,5,2,1,11,2,True,False,False,False,False
1627,NYK,46,17,49,34.7,7,16,43.8,5,5,100.0,4,26,30,9,8,5,1,11,5,True,True,True,True,True
1628,OKC,47,19,48,39.6,7,19,36.8,2,2,100.0,3,17,20,11,3,6,3,5,-2,False,False,False,False,False
1629,POR,52,19,43,44.2,6,14,42.9,8,13,61.5,7,16,23,5,5,0,1,6,-10,False,False,False,False,False
1630,SAC,48,15,44,34.1,4,17,23.5,14,15,93.3,7,21,28,10,4,2,2,11,-2,False,False,False,False,False
1631,SAS,47,21,44,47.7,2,14,14.3,3,4,75.0,4,17,21,9,7,6,3,7,-5,False,False,False,False,False
1632,UTA,62,26,46,56.5,9,19,47.4,1,4,25.0,4,18,22,11,2,2,0,11,10,True,True,True,False,False
1633,WAS,48,19,50,38.0,3,16,18.8,7,10,70.0,11,15,26,6,3,2,2,10,-20,False,False,False,False,False
1634,ATL,40,14,40,35.0,6,19,31.6,6,10,60.0,5,16,21,8,11,3,1,9,-23,False,False,False,False,False
1635,BOS,62,24,47,51.1,7,18,38.9,7,8,87.5,4,17,21,16,3,2,5,10,15,True,True,True,True,True
1636,CHA,43,18,47,38.3,1,19,5.3,6,7,85.7,7,17,24,13,5,3,3,12,-10,False,False,False,False,False
1637,CLE,47,18,40,45.0,4,11,36.4,7,13,53.8,2,17,19,9,6,2,2,6,-15,False,False,False,False,False
1638,GSW,43,17,47,36.2,3,12,25.0,6,6,100.0,4,16,20,10,7,5,2,7,-8,True,True,True,True,False
1639,IND,55,22,43,51.2,8,15,53.3,3,5,60.0,0,16,16,15,4,5,2,9,-3,False,False,False,False,False
1640,MIA,58,22,46,47.8,8,19,42.1,6,7,85.7,7,20,27,17,7,3,1,5,3,True,False,False,False,False
1641,MIL,63,25,45,55.6,6,14,42.9,7,8,87.5,3,22,25,17,7,5,3,9,23,True,True,True,True,True
1642,OKC,53,20,41,48.8,5,14,35.7,8,17,47.1,6,18,24,12,6,4,2,11,10,True,False,False,False,False
1643,ORL,46,18,49,36.7,6,16,37.5,4,6,66.7,6,18,24,11,6,0,3,10,-1,True,False,False,False,False
1644,PHI,47,17,42,40.5,3,11,27.3,10,11,90.9,4,20,24,8,8,5,2,8,1,False,False,False,False,False
1645,PHX,51,21,40,52.5,5,16,31.3,4,7,57.1,4,22,26,17,13,3,0,9,8,False,False,False,False,False
1646,ATL,43,18,43,41.9,3,15,20.0,4,5,80.0,2,13,15,14,11,6,1,5,-21,False,False,False,False,False
1647,BKN,54,20,45,44.4,7,20,35.0,7,10,70.0,4,18,22,14,8,2,3,7,-9,False,False,False,False,False
1648,BOS,54,18,38,47.4,4,12,33.3,14,20,70.0,0,14,14,12,8,4,3,8,-5,False,False,False,False,False
1649,CHI,64,26,42,61.9,8,15,53.3,4,5,80.0,3,20,23,15,12,6,0,7,21,True,True,True,True,True
1650,CLE,49,19,38,50.0,2,6,33.3,9,12,75.0,6,23,29,7,16,3,2,8,6,True,True,True,False,False
1651,DAL,72,25,46,54.3,15,26,57.7,7,7,100.0,6,14,20,17,8,3,2,7,-2,True,True,True,True,True
1652,DEN,50,22,50,44.0,6,18,33.3,0,0,0.0,4,19,23,14,7,5,2,12,11,True,True,True,True,False
1653,DET,55,20,48,41.7,5,17,29.4,10,16,62.5,5,18,23,8,5,6,0,8,-4,False,False,False,False,False
1654,GSW,74,29,48,60.4,13,23,56.5,3,5,60.0,3,14,17,18,4,3,1,9,2,False,False,False,False,False
1655,HOU,63,27,51,52.9,6,16,37.5,3,8,37.5,6,17,23,9,4,4,3,8,9,True,True,True,True,False
1656,IND,45,16,50,32.0,2,16,12.5,11,11,100.0,9,20,29,7,8,5,2,12,-3,False,False,False,False,False
1657,LAC,63,23,54,42.6,5,21,23.8,12,12,100.0,12,19,31,13,3,5,1,8,2,False,False,False,False,False
1658,LAL,71,26,44,59.1,6,15,40.0,13,16,81.3,3,16,19,17,6,3,3,10,7,True,True,True,True,False
1659,MEM,39,12,36,33.3,2,12,16.7,13,16,81.3,5,19,24,10,11,3,2,6,-11,False,False,False,False,False
1660,MIA,54,21,43,48.8,3,11,27.3,9,10,90.0,2,16,18,16,4,1,0,13,-5,True,False,False,False,False
1661,MIL,56,22,47,46.8,5,20,25.0,7,11,63.6,7,25,32,16,7,3,1,5,10,True,True,True,True,True
1662,MIN,43,17,43,39.5,3,14,21.4,6,9,66.7,4,13,17,8,9,11,4,12,-6,False,False,False,False,False
1663,NOP,48,15,42,35.7,5,18,27.8,13,16,81.3,4,23,27,8,8,5,1,7,3,True,True,True,True,True
1664,NYK,59,23,44,52.3,7,17,41.2,6,9,66.7,2,20,22,16,12,2,1,16,1,True,True,True,False,False
1665,ORL,46,16,45,35.6,8,17,47.1,6,7,85.7,3,18,21,11,5,3,4,9,-10,False,False,False,False,False
1666,PHI,59,19,40,47.5,5,15,33.3,16,19,84.2,4,18,22,10,3,2,1,8,5,False,False,False,False,False
1667,PHX,59,23,40,57.5,4,9,44.4,9,9,100.0,3,17,20,16,9,6,1,8,10,True,False,False,False,False
1668,POR,64,23,46,50.0,7,18,38.9,11,13,84.6,6,13,19,11,7,2,2,12,-7,False,False,False,False,False
1669,SAC,49,20,45,44.4,5,17,29.4,4,5,80.0,5,13,18,9,8,2,2,8,-10,False,False,False,False,False
1670,SAS,59,24,45,53.3,7,16,43.8,4,6,66.7,1,23,24,13,7,5,4,10,4,True,True,True,True,True
1671,TOR,59,24,47,51.1,5,14,35.7,6,9,66.7,8,19,27,15,9,3,2,17,5,True,True,True,True,True
1672,UTA,61,24,48,50.0,10,20,50.0,3,4,75.0,4,18,22,11,5,1,1,10,-2,True,True,True,True,True
1673,WAS,58,19,50,38.0,4,9,44.4,16,19,84.2,8,17,25,11,5,7,1,8,-1,False,False,False,False,False
1674,CHA,46,14,41,34.1,2,14,14.3,16,24,66.7,6,19,25,7,8,5,2,6,-10,False,False,False,False,False
1675,DAL,43,14,46,30.4,5,20,25.0,10,12,83.3,8,17,25,9,9,5,3,13,-11,False,False,False,False,False
1676,DEN,62,22,41,53.7,4,14,28.6,14,15,93.3,5,13,18,13,6,3,3,9,5,True,True,False,False,False
1677,HOU,64,22,44,50.0,12,28,42.9,8,12,66.7,6,19,25,17,7,1,1,10,0,False,False,False,False,False
1678,LAL,54,18,39,46.2,3,12,25.0,15,19,78.9,2,17,19,16,6,5,4,11,11,True,True,True,True,True
1679,MEM,56,23,49,46.9,5,19,26.3,5,5,100.0,6,19,25,14,6,3,3,13,10,True,True,True,True,True
1680,NOP,64,25,50,50.0,8,18,44.4,6,8,75.0,4,17,21,15,3,4,0,8,0,True,True,True,True,True
1681,OKC,47,16,39,41.0,4,18,22.2,11,12,91.7,3,20,23,8,9,3,5,7,0,True,False,False,False,False
1682,SAC,57,24,46,52.2,5,15,33.3,4,6,66.7,6,12,18,16,7,3,3,10,-5,False,False,False,False,False
1683,TOR,47,18,47,38.3,6,19,31.6,5,5,100.0,5,18,23,11,7,2,1,10,0,False,False,False,False,False
1684,ATL,47,21,43,48.8,4,16,25.0,1,1,100.0,4,20,24,13,9,2,2,10,-10,True,True,True,True,False
1685,BKN,50,20,50,40.0,6,20,30.0,4,6,66.7,3,28,31,12,5,1,3,7,1,False,False,False,False,False
1686,CHI,52,21,55,38.2,10,24,41.7,0,0,0.0,9,18,27,13,7,4,2,11,-3,False,False,False,False,False
1687,DET,40,17,45,37.8,2,8,25.0,4,6,66.7,6,19,25,7,6,5,2,11,1,False,False,False,False,False
1688,MIA,63,21,42,50.0,8,17,47.1,13,16,81.3,5,16,21,12,8,1,0,15,-8,False,False,False,False,False
1689,MIL,55,21,45,46.7,1,14,7.1,12,15,80.0,7,21,28,11,7,4,4,5,3,True,True,True,True,True
1690,MIN,49,18,53,34.0,8,25,32.0,5,6,83.3,3,27,30,8,5,3,6,8,-1,True,True,True,False,False
1691,ORL,57,21,44,47.7,4,12,33.3,11,16,68.8,4,16,20,13,2,4,2,5,10,False,False,False,False,False
1692,PHX,55,18,42,42.9,7,11,63.6,12,12,100.0,4,16,20,11,8,4,3,9,-9,True,True,True,False,False
1693,POR,64,21,50,42.0,12,22,54.5,10,11,90.9,8,17,25,13,6,5,1,11,9,False,False,False,False,False
1694,UTA,39,13,39,33.3,2,11,18.2,11,12,91.7,4,21,25,6,8,3,3,9,-1,True,True,True,True,True
1695,WAS,71,26,42,61.9,9,16,56.3,10,17,58.8,3,17,20,19,5,4,2,14,8,True,True,True,True,True
1696,BOS,50,20,45,44.4,8,22,36.4,2,4,50.0,2,21,23,12,7,6,4,5,7,True,True,True,True,True
1697,CHA,43,17,42,40.5,6,18,33.3,3,3,100.0,1,19,20,14,9,3,1,6,-7,False,False,False,False,False
1698,CLE,43,17,49,34.7,5,20,25.0,4,6,66.7,5,17,22,11,7,3,1,7,-16,False,False,False,False,False
1699,DAL,51,17,48,35.4,6,23,26.1,11,16,68.8,8,19,27,8,5,3,2,9,1,False,False,False,False,False
1700,DEN,52,22,46,47.8,5,14,35.7,3,3,100.0,7,15,22,14,10,2,0,7,-17,False,False,False,False,False
1701,GSW,55,20,41,48.8,5,13,38.5,10,14,71.4,1,18,19,16,3,2,3,5,2,False,False,False,False,False
1702,HOU,69,26,46,56.5,9,16,56.3,8,14,57.1,6,13,19,11,5,4,2,5,17,True,True,True,True,True
1703,IND,67,26,44,59.1,7,11,63.6,8,10,80.0,2,16,18,21,3,1,4,8,24,True,True,True,True,True
1704,LAC,57,21,46,45.7,7,18,38.9,8,8,100.0,8,19,27,14,7,5,1,12,17,True,True,True,True,True
1705,OKC,50,20,49,40.8,2,17,11.8,8,11,72.7,9,20,29,9,7,2,3,13,-1,True,True,False,False,False
1706,PHI,43,16,41,39.0,3,15,20.0,8,10,80.0,6,13,19,13,9,2,2,13,-24,False,False,False,False,False
1707,SAC,40,13,39,33.3,2,11,18.2,12,16,75.0,8,14,22,8,9,5,2,10,-17,False,False,False,False,False
1708,SAS,53,21,50,42.0,6,17,35.3,5,8,62.5,8,22,30,14,3,2,3,10,-2,True,True,False,False,False
1709,TOR,59,21,42,50.0,10,20,50.0,7,9,77.8,4,24,28,16,9,1,5,7,16,True,True,True,True,True
